id,smishing
340386,0.000000000 0.0 0.0
340387,0.000000000 0.0 0.0
340388,0.000000000 0.0 0.0
340389,0.000000000 0.0 0.0
340390,0.000000000 0.0 1e-05
340391,0.000000000 0.0 0.0
340392,0.000000000 0.0 0.0
340393,0.000000000 0.0 0.0
340394,0.000000000 0.0 0.0
340395,0.000000000 0.0 0.0
340396,0.000000000 0.0 0.0
340397,0.000000000 0.0 0.0
340398,1.000000000 0.0 0.0
340399,0.000000000 0.0 0.0
340400,0.000000000 0.0 0.0
340401,0.000000000 0.0 0.0
340402,0.000000000 0.0 0.0
340403,0.000000000 0.0 0.0
340404,0.000000000 0.0 0.0
340405,0.000000000 0.0 0.0
340406,0.000000000 0.0 0.0
340407,0.000000000 0.0 0.0
340408,0.000000000 0.0 0.0
340409,0.000000000 0.0 0.0
340410,0.000000000 0.0 0.0
340411,0.000000000 0.0 0.0
340412,0.000000000 0.0 0.0
340413,0.000000000 0.0 0.0
340414,0.000000000 0.0 0.0
340415,0.000000000 0.0 0.0
340416,0.000000000 0.0 0.0
340417,0.000000000 0.0 0.0
340418,0.000000000 0.0 0.0
340419,0.000000000 0.0 0.0
340420,0.000000000 0.0 0.0
340421,0.000000000 0.0 0.0
340422,0.000000000 0.0 0.0
340423,0.000000000 0.0 0.0
340424,0.000000002 0.0 0.0
340425,0.000000000 0.0 0.0
340426,0.000000000 0.0 0.0
340427,0.000000000 0.0 0.0
340428,0.000000000 0.0 0.0
340429,0.000000000 0.0 9e-05
340430,0.000000000 0.0 0.0
340431,0.000000000 0.0 0.0
340432,0.000000000 0.0 0.0
340433,0.000000000 0.0 0.0
340434,0.000000000 0.0 0.0
340435,0.000000000 0.0 6e-05
340436,0.000000000 0.0 0.0
340437,0.000000000 0.0 0.0
340438,0.000000000 0.0 0.0
340439,0.000000000 0.0 0.0
340440,0.000000000 0.0 0.0
340441,0.000000000 0.0 0.0
340442,0.000000000 0.0 0.00012
340443,0.000000000 0.0 0.0
340444,0.000000000 0.0 0.0
340445,0.000000000 0.0 0.0
340446,0.000000000 0.0 0.0
340447,0.000000000 0.0 0.0
340448,0.000000000 0.0 0.0
340449,0.000000000 0.0 0.0
340450,0.000000000 0.0 0.0
340451,0.000000000 0.0 2e-05
340452,0.000000000 0.0 0.0
340453,0.000000000 0.0 0.0
340454,0.000000000 0.0 0.0
340455,0.000000000 0.0 0.0
340456,0.000000000 0.0 0.0
340457,0.000000000 0.0 0.0
340458,0.000000000 0.0 0.0
340459,0.000000000 0.0 0.0
340460,0.000000000 0.0 0.0
340461,0.000000000 0.0 0.0
340462,0.000000000 0.0 2e-05
340463,0.000000000 0.0 0.0
340464,0.000000000 0.0 1e-05
340465,0.000000000 0.0 1e-05
340466,0.000000000 0.0 0.0
340467,0.000000000 0.0 0.0
340468,0.000000000 0.0 0.0
340469,0.000000000 0.0 0.0
340470,0.000000000 0.0 0.0
340471,0.000000000 0.0 0.0
340472,0.000000000 0.0 0.0
340473,0.000000000 0.0 0.0
340474,0.000000000 0.0 0.0
340475,0.000000000 0.0 2e-05
340476,0.997740505 0.0 0.0
340477,0.000000000 0.0 0.0
340478,0.000000000 0.0 0.0
340479,0.000000000 0.0 0.0
340480,0.000000000 0.0 0.0
340481,0.000000000 0.0 0.0
340482,0.000000000 0.0 0.0
340483,0.999999919 0.0 0.0
340484,0.000000000 0.0 0.0
340485,0.000000000 0.0 0.0
340486,0.000000000 0.0 0.00016
340487,0.000000000 0.0 0.0
340488,0.000000000 0.0 0.0
340489,0.000000000 0.0 0.0
340490,0.000000000 0.0 0.0
340491,0.938981613 0.0 0.0
340492,0.000000000 0.0 0.0
340493,0.000000000 0.0 2e-05
340494,0.000000000 0.0 0.0
340495,0.000000000 0.0 0.0
340496,0.000000000 0.0 0.0
340497,0.000000000 0.0 0.0
340498,0.000000000 0.0 0.0
340499,0.000000000 0.0 0.0
340500,0.000000000 0.0 0.0
340501,0.000000000 0.0 0.0
340502,0.000000000 0.0 2e-05
340503,0.000000000 0.0 0.0
340504,0.000000000 0.0 0.0
340505,0.000000000 0.0 0.0
340506,0.000000000 0.0 0.0
340507,0.000000000 0.0 0.0
340508,0.000000000 0.0 0.0
340509,0.000000000 0.0 1e-05
340510,0.000000000 0.0 0.0
340511,0.000000000 0.0 0.0
340512,0.000000000 0.0 0.0
340513,0.000000000 0.0 0.0
340514,0.000000000 0.0 0.0
340515,0.000000000 0.0 0.0
340516,0.000000000 0.0 0.0
340517,0.000000000 0.0 0.0
340518,0.000000000 0.0 0.0
340519,0.000000000 0.0 0.0
340520,0.000000000 0.0 0.0
340521,0.000000000 0.0 0.0
340522,0.000000000 0.0 0.0
340523,0.000000000 0.0 0.0
340524,0.000000000 0.0 0.0
340525,0.000000000 0.0 0.0
340526,0.000000000 0.0 0.0
340527,0.000000000 0.0 0.0
340528,0.000000000 0.0 0.0
340529,0.000000000 0.0 0.0
340530,0.000000000 0.0 0.0
340531,0.000000000 0.0 0.0
340532,0.000000000 0.0 0.0
340533,0.000000000 0.0 0.0
340534,0.000000000 0.0 0.0
340535,0.000000000 0.0 0.0
340536,0.000000000 0.0 0.0
340537,0.000000000 0.0 0.0
340538,0.000000000 0.0 0.0
340539,0.000000000 0.0 2e-05
340540,0.000000000 0.0 0.0
340541,0.000000000 0.0 0.0
340542,0.000000000 0.0 0.0
340543,0.000000000 0.0 0.0
340544,0.000000000 0.0 0.0
340545,0.000000000 0.0 0.0
340546,0.000000000 0.0 0.0
340547,0.000000000 0.0 0.0
340548,0.000000000 0.0 0.0
340549,0.000000000 0.0 0.0
340550,0.000000000 0.0 0.0
340551,0.000000000 0.0 0.0
340552,0.000000000 0.0 0.0
340553,0.000000000 0.0 0.0
340554,0.000000000 0.0 0.0
340555,0.000000000 0.0 0.0
340556,0.000000000 0.0 0.0
340557,0.000000000 0.0 0.0
340558,0.000000000 0.0 0.0
340559,0.000000000 0.0 0.0
340560,0.000000000 0.0 0.0
340561,0.000000000 0.0 0.0
340562,0.970435191 0.0 0.0
340563,0.000000000 0.0 0.0
340564,0.000000000 0.0 0.0
340565,0.000000000 0.0 0.0
340566,0.000000000 0.0 0.0
340567,0.000000000 0.0 0.0
340568,0.000000000 0.0 0.0
340569,0.000000000 0.0 0.0
340570,0.000000000 0.0 0.0
340571,0.000000000 0.0 0.0
340572,0.000000000 0.0 0.0
340573,0.143600337 0.0 0.0
340574,0.000000000 0.0 0.0
340575,0.000000000 0.0 0.0
340576,0.000000000 0.0 0.0
340577,0.916650578 0.0 0.0
340578,0.000000000 0.0 0.0
340579,0.000000000 0.0 0.0
340580,0.000000000 0.0 0.0
340581,0.000000000 0.0 3e-05
340582,0.000000000 0.0 3e-05
340583,0.000000000 0.0 0.0
340584,0.996918608 0.0 0.0
340585,0.996918608 0.0 0.0
340586,0.996918608 0.0 0.0
340587,0.000000000 0.0 3e-05
340588,0.000000000 0.0 3e-05
340589,0.000000000 0.0 0.0
340590,0.000000000 0.0 0.0
340591,0.000000000 0.0 0.0
340592,0.000000000 0.0 0.0
340593,0.000000000 0.0 0.0
340594,0.000000000 0.0 0.0
340595,0.000000000 0.0 0.0
340596,0.000000000 0.0 0.0
340597,0.000000000 0.0 0.0
340598,0.000000000 0.0 0.0
340599,0.000000000 0.0 0.0
340600,0.000000000 0.0 0.0
340601,0.000000000 0.0 0.0
340602,0.000000000 0.0 0.0
340603,0.000000000 0.0 0.0
340604,0.000000000 0.0 0.0
340605,0.000000000 0.0 0.0
340606,0.000000000 0.0 0.0
340607,0.000000000 0.0 0.0
340608,0.000000000 0.0 0.0
340609,0.000000000 0.0 0.0
340610,0.000000000 0.0 0.0
340611,0.000000000 0.0 0.0
340612,0.000000000 0.0 0.0
340613,0.000000000 0.0 0.0
340614,0.000000000 0.0 0.0
340615,0.000000000 0.0 0.0
340616,0.000000000 0.0 0.0
340617,0.000000000 0.0 0.0
340618,0.000000000 0.0 0.0
340619,0.000000000 0.0 0.0
340620,0.000000000 0.0 0.0
340621,0.000000000 0.0 0.0
340622,0.000000000 0.0 0.0
340623,0.000181228 0.0 0.0
340624,0.000181228 0.0 0.0
340625,0.000000000 0.0 0.0
340626,0.000000000 0.0 0.0
340627,0.000000000 0.0 0.0
340628,0.000000000 0.0 0.0
340629,0.143600337 0.0 0.0
340630,0.000000000 0.0 0.0
340631,0.000000000 0.0 0.0
340632,0.000000000 0.0 0.0
340633,0.000000000 0.0 0.0
340634,1.000000000 0.0 0.0
340635,0.999996855 0.0 0.0
340636,0.000000000 0.0 0.0
340637,0.000000000 0.0 0.0
340638,0.000000000 0.0 0.0
340639,0.000000000 0.0 0.0
340640,0.000000000 0.0 0.0
340641,0.000000000 0.0 0.0
340642,0.000000000 0.0 0.0
340643,0.000000000 0.0 0.0
340644,0.000000000 0.0 0.0
340645,0.000000000 0.0 0.0
340646,0.000000000 0.0 0.0
340647,0.000000000 0.0 0.0
340648,0.000000000 0.0 0.0
340649,0.999996855 0.0 0.0
340650,0.000000000 0.0 0.0
340651,0.000000000 0.0 0.0
340652,0.000000000 0.0 0.0
340653,0.000000000 0.0 0.0
340654,0.000000000 0.0 0.0
340655,0.000000000 0.0 0.0
340656,0.000000000 0.0 0.0
340657,0.000000000 0.0 0.0
340658,0.000000000 0.0 0.0
340659,0.000000000 0.0 0.0
340660,0.000000000 0.0 0.0
340661,0.000000000 0.0 0.0
340662,0.000000000 0.0 0.0
340663,0.000000000 0.0 0.0
340664,0.000000186 0.0 0.0
340665,0.000000000 0.0 0.0
340666,0.000000000 0.0 0.0
340667,0.000000000 0.0 0.0
340668,0.000000000 0.0 0.0
340669,0.000000000 0.0 0.0
340670,0.000000000 0.0 0.0
340671,0.000000000 0.0 0.0
340672,1.000000000 0.0 0.0
340673,0.000000000 0.0 0.0
340674,0.000000000 0.0 0.0
340675,0.000000000 0.0 0.0
340676,0.999996855 0.0 0.0
340677,0.000000000 0.0 1e-05
340678,0.000000000 0.0 0.0
340679,0.000000000 0.0 0.0
340680,0.000000000 0.0 0.0
340681,0.000000000 0.0 0.0
340682,0 (ZeroDivisionError) 0.0 0.0
340683,1.000000000 0.0 0.0
340684,0.000000000 0.0 0.0
340685,0.000000000 0.0 0.0
340686,0.000000000 0.0 0.0
340687,0.000000000 0.0 0.0
340688,0.000000000 0.0 0.0
340689,0.000000000 0.0 0.0
340690,0.000000000 0.0 0.0
340691,0.000000000 0.0 0.0
340692,0.000000000 0.0 0.0
340693,0.000000000 0.0 0.0
340694,0.000000000 0.0 0.0
340695,0.999991658 0.0 0.0
340696,0.999991658 0.0 0.0
340697,0.000000000 0.0 0.0
340698,0.000000000 0.0 0.0
340699,0.000000000 0.0 0.0
340700,0.000000000 0.0 0.0
340701,0.000000007 0.0 0.0
340702,0.000000000 0.0 0.0
340703,0.000000000 0.0 0.0
340704,0.000000000 0.0 0.0
340705,0.000000000 0.0 0.0
340706,0.999999981 0.0 0.0
340707,0.000000000 0.0 0.0
340708,0.999991658 0.0 0.0
340709,0.000000000 0.0 0.0
340710,0.000000000 0.0 0.0
340711,0.000000000 0.0 0.0
340712,0.000000000 0.0 0.0
340713,0.000000000 0.0 0.0
340714,0.000000000 0.0 1e-05
340715,0.000000000 0.0 0.0
340716,0.000000000 0.0 0.0
340717,0.000000000 0.0 0.0
340718,0.000000000 0.0 0.0
340719,1.000000000 0.0 0.0
340720,0.000000000 0.0 0.0
340721,0.000000000 0.0 0.0
340722,0.000000000 0.0 0.0
340723,0.000000000 0.0 0.0
340724,0.000000000 0.0 0.0
340725,0.000000000 0.0 0.0
340726,0.000000000 0.0 0.0
340727,0.000000000 0.0 0.0
340728,0.000000000 0.0 0.0
340729,0.000000000 0.0 5e-05
340730,0.000000000 0.0 0.0
340731,0.000000000 0.0 0.0
340732,0.999996855 0.0 0.0
340733,0.000000000 0.0 0.0
340734,0.000000000 0.0 0.0
340735,0.000000000 0.0 0.0
340736,0.000000000 0.0 0.0
340737,0.000000000 0.0 0.0
340738,0.000000000 0.0 0.0
340739,0.998177085 0.0 0.0
340740,0.000000000 0.0 3e-05
340741,0.000000000 0.0 0.0
340742,0.000000000 0.0 0.0
340743,0.998177085 0.0 0.0
340744,0.000000000 0.0 0.0
340745,0.000000000 0.0 0.0
340746,0.000000428 0.0 0.0
340747,0.000000000 0.0 0.0
340748,0.000000000 0.0 0.0
340749,0.999991658 0.0 0.0
340750,0.999991658 0.0 0.0
340751,0.000000000 0.0 0.0
340752,0.000000000 0.0 2e-05
340753,0.000000000 0.0 2e-05
340754,0.000000000 0.0 0.0
340755,0.000000000 0.0 0.0
340756,0.000000000 0.0 0.0
340757,0.000000000 0.0 0.0
340758,0.000000000 0.0 0.0
340759,0.000000000 0.0 2e-05
340760,0.000000000 0.0 0.0
340761,0.000000000 0.0 0.0
340762,0.000000000 0.0 0.0
340763,0.000000000 0.0 0.0
340764,0.000000000 0.0 0.0
340765,0.000000000 0.0 0.0
340766,0.999901716 0.0 0.0
340767,0.000000000 0.0 0.0
340768,0.000000000 0.0 0.0
340769,0.000000000 0.0 0.0
340770,0.000000000 0.0 0.0
340771,0.000000000 0.0 0.0
340772,0.000000000 0.0 0.0
340773,0.000000000 0.0 0.0
340774,0.000000000 0.0 0.0
340775,0.000000000 0.0 0.0
340776,0.000000000 0.0 0.0
340777,0.000000000 0.0 0.0
340778,0.000000000 0.0 0.0
340779,0.000000000 0.0 0.0
340780,0.000000000 0.0 0.0
340781,0.000000000 0.0 0.0
340782,0.000000000 0.0 0.0
340783,0.000000000 0.0 0.0
340784,0.000000000 0.0 0.0
340785,0.000000000 0.0 0.0
340786,0.000000000 0.0 0.0
340787,0.000000000 0.0 0.0
340788,0.000000000 0.0 0.0
340789,0.000000000 0.0 0.0
340790,0.000000000 0.0 0.0
340791,0.000000000 0.0 0.0
340792,0.000000000 0.0 0.0
340793,0.000000000 0.0 0.0
340794,0.000000000 0.0 0.0
340795,0.916650578 0.0 0.0
340796,0.000000000 0.0 0.0
340797,0.000000000 0.0 0.00044
340798,0.000000000 0.0 0.0
340799,0.000000000 0.0 0.0
340800,0.000000000 0.0 0.0
340801,0.000000000 0.0 0.0
340802,0.000000000 0.0 0.0
340803,0.000000000 0.0 0.0
340804,0.000000000 0.0 0.0
340805,0.000000000 0.0 0.0
340806,0.000000000 0.0 0.0
340807,0.000000000 0.0 0.0
340808,0.000000000 0.0 0.0
340809,0.000000000 0.0 1e-05
340810,0.000000000 0.0 0.0
340811,0.000000000 0.0 0.0
340812,0.000000000 0.0 1e-05
340813,0.000000000 0.0 0.0
340814,0.000000000 0.0 0.0
340815,0.000000000 0.0 0.0
340816,0.000000000 0.0 0.0
340817,0.000000000 0.0 0.0
340818,0.916650578 0.0 0.0
